DISTRICT NAME,DISTRICT NUMBER,COUNTY NUMBER AND NAME,EDUCATION SERVICE CENTER REGION,DISTRICT ACCOUNTABILITY RATINGS,TOTAL NUMBER OF SCHOOLS,TOTAL STUDENTS,STUDENTS: % AFRICAN AMERICAN,STUDENTS: % HISPANIC,STUDENTS: % WHITE,STUDENTS: % AMERICAN INDIAN,STUDENTS: % ASIAN,STUDENTS: % PACIFIC ISLANDER,STUDENTS: % TWO OR MORE RACES,STUDENTS: % ECONOMICALLY DISADVANTAGED,STUDENTS: % ENGLISH LEARNERS (EL),STUDENTS: % SPECIAL EDUCATION,STUDENTS: % BILINGUAL/ESL EDUCATION,STUDENTS: % CAREER & TECHNICAL EDUCATION,STUDENTS: % GIFTED & TALENTED EDUCATION,ATTENDANCE RATE (2020-21),ANNUAL DROPOUT RATE GR. 9-12 (2020-21),4-YR LONGITUDINAL GRADUATION RATE (CLASS OF 2021) DISTRICT EXCL,5-YR LONGITUDINAL GRADUATION RATE (CLASS OF 2020) DISTRICT EXCL, 6-YR LONGITUDINAL GRADUATION RATE (CLASS OF 2019) DISTRICT EXCL,ANNUAL GRADUATE COUNT (2020-21),ANNUAL RHSP/DAP/FHSP-E/FHSP-DLA GRADUATE COUNT (2020-21),STAAR: % ALL SUBJECTS AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ALL SUBJECTS AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ALL SUBJECTS AT MASTERS GRADE LEVEL STANDARD,STAAR: % ELA/READING AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ELA/READING AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ELA/READING AT MASTERS GRADE LEVEL STANDARD,STAAR: % MATHEMATICS AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % MATHEMATICS AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % MATHEMATICS AT MASTERS GRADE LEVEL STANDARD,STAAR: % SCIENCE AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % SCIENCE AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % SCIENCE AT MASTERS GRADE LEVEL STANDARD,STAAR: % SOCIAL STUDIES AT APPROACHES GRADE LEVEL STANDARD OR ABOVE, STAAR: % SOCIAL STUDIES AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % SOCIAL STUDIES AT MASTERS GRADE LEVEL STANDARD, STAAR: % AFRICAN AMERICAN AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % AFRICAN AMERICAN AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % AFRICAN AMERICAN AT MASTERS GRADE LEVEL STANDARD,STAAR: % HISPANIC AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % HISPANIC AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % HISPANIC AT MASTERS GRADE LEVEL STANDARD,STAAR: % WHITE AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % WHITE AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % WHITE AT MASTERS GRADE LEVEL STANDARD,STAAR: % AMERICAN INDIAN AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % AMERICAN INDIAN AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % AMERICAN INDIAN AT MASTERS GRADE LEVEL STANDARD,STAAR: % ASIAN AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ASIAN AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ASIAN AT MASTERS GRADE LEVEL STANDARD,STAAR: % PACIFIC ISLANDER AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % PACIFIC ISLANDER AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % PACIFIC ISLANDER AT MASTERS GRADE LEVEL STANDARD,STAAR: % TWO OR MORE RACES AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % TWO OR MORE RACES AT MEETS GRADE LEVEL STANDARD OR ABOVE, STAAR: % TWO OR MORE RACES AT MASTERS GRADE LEVEL STANDARD,STAAR: % ECONOMICALLY DISADVANTAGED AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ECONOMICALLY DISADVANTAGED AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ECONOMICALLY DISADVANTAGED AT MASTERS GRADE LEVEL STANDARD,COLLEGE ADMISSIONS: % TESTED (2020-2021),COLLEGE ADMISSIONS: % AT/ABOVE CRITERION (2020-2021),SAT-AVERAGE SCORE (2021-2020),ACT-AVERAGE SCORE (2021-2020),TOTAL STAFF FTE,TOTAL TEACHER FTE,STAFF: % CENTRAL ADMINISTRATIVE,STAFF: % SCHOOL ADMINISTRATIVE,STAFF: % PROFESSIONAL SUPPORT,STAFF: % TEACHERS,STAFF: % EDUCATIONAL AIDES,STAFF: % AUXILIARY,AVERAGE SALARY: CENTRAL ADMINISTRATIVE,AVERAGE SALARY: SCHOOL ADMINISTRATIVE,AVERAGE SALARY: PROFESSIONAL SUPPORT,AVERAGE SALARY: TEACHER,STAFF: % MINORITY,NUMBER OF STUDENTS PER TOTAL STAFF,NUMBER OF STUDENTS PER TEACHER,TEACHER: % WITH 5 OR FEWER YEARS OF EXPERIENCE,TEACHER: AVERAGE YEARS OF EXPERIENCE,TEACHER: % WITH ADVANCED DEGREES,TEACHER: TURNOVER RATE,TEACHER: % AFRICAN AMERICAN,TEACHER: % HISPANIC,TEACHER: % WHITE,TEACHER: % AMERICAN INDIAN,TEACHER: % ASIAN,TEACHER: % PACIFIC ISLANDER,TEACHER: % TWO OR MORE RACES,TEACHER: % REGULAR EDUCATION,TEACHER: % SPECIAL EDUCATION,TEACHER: % COMPENSATORY EDUCATION,TEACHER: % BILINGUAL/ESL EDUCATION,TEACHER: % CAREER & TECHNICAL EDUCATION,TEACHER: % OTHER EDUCATION (INCLUDES G & T),TAXABLE VALUE PER PUPIL (2019 TAX YEAR),LOCALLY ADOPTED TAX RATE (2020 TAX YEAR),TOTAL OPERATING AND OTHER REVENUE (2020-21),Total OPERATING AND OTHER REVENUE PER PUPIL,Total OPERATING REVENUE (2020-21),REVENUE: % STATE,REVENUE: % LOCAL AND OTHER,REVENUE: % FEDERAL,TOTAL OTHER REVENUE(2020-21),FUND BALANCE (FOR ISDS),NET ASSETS (CHARTER SCHOOLS),TOTAL ACTUAL EXPENDITURES (2020-21),TOTAL ACTUAL OPERATING EXPENDITURES (2020-21),TOTAL ACTUAL OPERATING EXPENDITURES PER PUPIL,EXPENDITURE: % INSTRUCTIONAL,EXPENDITURE: % CENTRAL ADMINISTRATIVE,EXPENDITURE: % SCHOOL LEADERSHIP,EXPENDITURE: % PLANT SERVICES,EXPENDITURE: % OTHER OPERATING,TOTAL ACTUAL INSTRUCTIONAL EXPENDITURES,TOTAL ACTUAL INSTRUCTIONAL EXPENDITURES PER PUPIL, EXPENDITURE: % BASIC EDUCATION SERVICES,EXPENDITURE: % SPECIAL EDUCATION,EXPENDITURE: % STATE COMPENSATORY EDUCATION,EXPENDITURE: % BILINGUAL/ESL EDUCATION,EXPENDITURE: % CAREER & TECHNICAL EDUCATION, EXPENDITURE: % GIFTED & TALENTED EDUCATION,EXPENDITURE: % ATHLETICS/RELATED ACTIVITIES,EXPENDITURE: % HIGH SCHOOL ALLOTMENT,EXPENDITURE: % PREKINDERGARTEN,EXPENDITURE: % UN-ALLOCATED,DISTRICT SIZE,COMMUNITY TYPE,PROPERTY WEALTH,TAX RATE
WHARTON ISD,241904,241 WHARTON,03,Not Rated: Senate Bill 1365,4,1960,25.5,61.1,10.4,0.1,0.8,0.1,2,84.3,14.1,12.7,13.4,23.1,7.6,91.1,1.3,91.1,95.6,95.2,126,121,53,28,10,55,32,11,50,23,10,52,24,5,59,32,14,43,17,5,55,28,10,68,48,22,,,,95,90,52,-1,-1,-1,46,17,0,51,25,8,34.9,27.3,983,-1,340.4,133,2.6,4,6.2,39.1,15.6,32.5,93404,78940,63722,52871,61.8,5.8,14.7,53.4,8.8,13.1,42.8,23.8,16.5,56.8,0,2.3,0,0.8,80.7,11.4,0,2.3,5.5,0,685268,1.286,26033708,13652,22122115,24.1,61.9,14,3911593,9465749,0,25840183,21852899,11459,54.2,7.9,5.9,11.3,20.7,11851217,6215,35,15,13.3,0.9,3.4,0,2.3,0.5,0.4,27.9,"1,600 to 2,999",Non-metropolitan Stable,"$674,066 to < $710,768",$1.2148 to under $1.3239
LOUISE ISD,241906,241 WHARTON,03,B,3,518,3.1,59.3,36.9,0,0.4,0,0.4,63.7,13.1,8.3,13.1,30.9,2.5,94.8,0,96.6,100,97.4,31,30,77,43,19,78,48,21,79,37,16,75,40,13,67,47,31,65,16,6,73,37,14,83,54,27,,,,-1,-1,-1,,,,-1,-1,-1,71,37,14,35.5,18.2,1017,,80.8,43.7,1.2,4.1,3.7,54,11.1,25.8,142055,91114,68442,59302,27.2,6.4,11.9,22.9,13.1,6.8,9.4,2.3,15.3,82.4,0,0,0,0,74.1,8.4,8,0,9.5,0,577840,1.055,6881405,14101,6881205,43.7,48.7,7.7,200,1452361,0,7057026,6538056,13398,56.4,8.7,6.3,13.3,15.3,3687902,7557,40.7,5.3,9.6,0.5,6.4,0.1,2.8,0.6,1,31.7,500 to 999,Rural,"$573,876 to < $602,435",Under $1.0809
SHAMROCK ISD,242902,242 WHEELER,16,C,3,381,4.2,33.6,54.1,1.6,0,0,6.6,61.4,4.5,18.4,3.9,26.2,2.1,93.9,0,96.3,89.3,100,25,20,74,41,19,74,45,20,68,31,12,77,37,17,90,62,41,63,15,0,73,43,21,79,44,19,63,38,25,,,,,,,67,41,28,73,39,17,92,8.7,825,17.6,80.4,42.7,1.2,3.2,5.4,53.1,19.3,17.8,100940,76676,54556,50060,14.9,4.7,8.9,21.1,15.4,17.5,27.5,0,2.3,93,0,2.3,0,2.3,75.1,3.8,13.7,0,6.5,1,333206,0.966,6532472,16210,6452202,48.7,29.9,21.4,80270,3544640,0,6566775,6205578,15398,56.4,9.1,5.6,9.2,19.6,3500812,8687,31.6,30.7,6.4,0.1,4.1,0,3.5,0,1.9,20.1,Under 500,Rural,"$298,152 to < $340,843",Under $1.0809
WHEELER ISD,242903,242 WHEELER,16,A,1,406,0,56.9,40.1,0.7,0,0,2.2,67.5,22.2,10.6,21.9,28.8,0.5,96.8,0.7,96.9,100,96.3,31,29,86,55,21,88,63,27,91,57,21,81,44,8,66,37,15,,,,83,53,18,90,63,26,,,,,,,,,,67,17,6,87,57,17,74.2,13,,18.6,73.6,39.1,2.6,2.1,4,53.1,20,18.2,89181,77159,47527,52043,18.2,5.5,10.4,12.7,15.5,16.6,15,0,2.5,97.5,0,0,0,0,81.5,5,2.5,2.3,8.6,0,569588,1.146,6156073,14763,5657966,54.6,39.6,5.8,498107,7571748,0,5297651,4856978,11647,64.3,5.5,5.1,10.4,14.7,3120739,7484,54.2,5.5,6.6,0.7,3.1,0,2.9,0.2,0.2,25,Under 500,Rural,"$539,089 to < $573,876",$1.0809 to under $1.2148
KELTON ISD,242905,242 WHEELER,16,B,1,137,4.4,23.4,64.2,0,1.5,0,6.6,67.2,5.8,12.4,5.8,30.7,11.7,98.1,0,-1,100,100,3,2,73,46,21,72,51,20,73,36,19,74,53,21,79,54,33,46,23,15,68,32,21,77,52,20,,,,-1,-1,-1,,,,75,75,38,78,44,20,-1,-1,,-1,28.4,16.4,3.5,0.2,0,57.9,12.9,25.5,85000,68000,,47643,23.7,4.8,8.3,36.2,9.2,27,7.7,0,5.8,94.2,0,0,0,0,79,0.7,9.4,0,9.8,1.1,3963439,1.085,3252630,27333,2373563,21.2,73.5,5.3,879067,1298170,0,2914715,1984026,16672,56.5,13.7,1.8,14,14,1121027,9420,41.8,2.7,4.5,0.1,5,0.1,0.6,0.1,3.7,39,Under 500,Rural,"$1,892,208 and over",$1.0809 to under $1.2148
FORT ELLIOTT CISD,242906,242 WHEELER,16,A,1,159,0,7.5,91.2,0,0,0,1.3,30.8,0.6,10.7,0.6,20.1,0,96.6,0,100,100,100,11,10,89,63,26,85,64,24,93,66,28,85,52,21,91,64,41,,,,70,40,5,90,65,29,,,,,,,,,,-1,-1,-1,84,56,20,100,36.4,,20.9,39,18,2.6,2.6,0.2,46.1,12,36.5,100000,84000,58263,50557,2.4,4.1,8.8,10.9,14.8,26.7,7.8,0,0,100,0,0,0,0,72.7,5.4,16,0,5.9,0,5926203,1.066,4514995,31354,1851044,103.4,-6.2,2.9,2663951,3703969,0,4191146,3077075,21369,44.2,11.7,6.7,18.8,18.7,1361310,9454,38.3,3.4,4.7,0,3.3,0,2.4,0,3.4,44.6,Under 500,Rural,"$1,892,208 and over",Under $1.0809
BURKBURNETT ISD,243901,243 WICHITA,09,B,7,3307,6.7,18.7,64.5,0.8,1.2,0.2,8,50.1,2.1,15.3,2.1,24.2,7.2,95.2,1.4,91.7,95.3,96.2,198,137,70,41,17,68,42,17,71,39,17,72,43,15,67,39,25,62,31,12,66,35,13,71,43,19,62,29,7,88,73,37,-1,-1,-1,75,45,15,61,29,11,88.4,26.3,1168,19.4,498,240.7,1.2,2.8,9.6,48.3,14.3,23.8,120557,77514,64771,52818,13.8,6.6,13.7,26.6,14.2,27.7,18.2,2.6,6.6,88.7,0.8,0.4,0,0.8,76.5,8.4,7.7,0,4.3,3,294750,1.43,44428260,13906,39391751,47.6,40.3,12.1,5036509,14857906,0,35144178,31465342,9848,58.2,5,4.9,12.4,19.6,18311653,5731,38.2,16.3,8.2,0.2,4.2,0.6,2.9,0,0.9,24.5,"3,000 to 4,999",Other Central City Suburban,"$234,712 to < $298,152",$1.3239 and over
ELECTRA ISD,243902,243 WICHITA,09,B,2,454,4.4,13.7,74.4,0.2,0,0.2,7,67.8,0.7,16.1,0.7,31.1,4.8,95.5,7.8,91.7,95.8,96.2,24,21,73,43,18,73,47,17,73,42,20,70,34,7,75,53,40,80,33,17,65,33,11,74,46,19,-1,-1,-1,,,,-1,-1,-1,68,45,23,68,37,13,45.8,45.5,1113,-1,88.2,45.2,2.3,2,6.4,51.3,18.7,19.3,106013,78752,64397,52474,14.9,5.1,10,35.4,12,11.5,28.9,0,4.4,93.4,0,2.2,0,0,81,4.7,6.6,0,7.6,0,411856,1.435,8831471,20026,6839386,57.1,31.3,11.6,1992085,1975265,0,7420378,6096606,13825,51.9,10.6,6.8,12.8,17.8,3166213,7180,35.1,7.8,9.6,0,4.4,0,4.6,0,2.7,31,Under 500,Rural,"$359,962 to < $411,857",$1.3239 and over
IOWA PARK CISD,243903,243 WICHITA,09,A,4,1921,0.4,12.2,82.6,0.5,0.5,0.1,3.7,37.7,0.6,15.3,0.6,22.4,8.4,96.5,0.5,97.8,96,99.2,132,121,85,61,28,86,63,29,84,58,27,87,61,27,87,61,32,83,75,33,81,50,21,86,62,29,100,95,60,100,64,29,,,,96,69,37,79,49,20,42.4,33.9,1064,19.7,264,137.1,1.5,2.7,4.9,51.9,16.1,22.9,99497,78543,58473,53323,8.9,7.3,14,24.1,13,19.8,13,0,6.6,92,0.7,0,0,0.7,76.9,6.8,2.2,0,7.5,6.5,324920,1.43,23542729,12404,20871625,59.9,33.9,6.3,2671104,6634457,0,30603257,19404070,10223,58.2,6.7,4.3,13,17.8,11289805,5948,45.3,8.5,5.8,0,4.6,0.3,4.1,0,1.6,27.7,"1,600 to 2,999",Other Central City Suburban,"$298,152 to < $340,843",$1.3239 and over
WICHITA FALLS ISD,243905,243 WICHITA,09,B,26,13371,13.6,38.5,38.5,0.4,2.2,0.1,6.7,65.8,10.7,14.8,10.6,20.7,5.7,94.9,0.2,96.7,99.3,99.5,862,759,67,39,17,66,42,17,66,33,14,71,41,16,70,45,28,53,23,8,61,32,12,76,49,24,69,45,14,87,70,45,83,50,8,72,43,19,59,29,11,34.1,44.6,1071,21.7,1893.1,1030.8,0.9,3.6,12.3,54.5,16.7,12.1,117094,76939,65297,57611,24.4,7.1,13,34,11.4,23.8,16.3,6.8,10.5,79.2,0.6,0.9,0,2,68.8,12.7,7,2.7,3.9,4.8,350014,1.146,152515166,11225,142802416,49.9,34.4,15.7,9712750,23506868,0,172946143,147126915,10829,61.2,7.5,5.2,8.3,17.8,90044734,6627,44.9,15.5,12,0.4,2.8,0.1,2.1,0.2,1.3,18.6,"10,000 to 24,999",Other Central City,"$340,843 to < $359,962",$1.0809 to under $1.2148
CITY VIEW ISD,243906,243 WICHITA,09,B,3,1121,12.3,34.1,43.4,1.3,0.9,0,7.9,72.8,2.8,18.9,2.8,33.8,5.3,95.9,0.6,98.6,94,98.4,73,66,77,46,19,79,53,23,76,36,15,75,51,18,73,40,22,66,34,14,73,42,16,82,53,24,81,31,19,94,78,44,,,,79,42,17,71,39,15,35.6,38.5,1018,21.4,172.5,90.3,1.7,4.9,5.6,52.3,17.8,17.7,115568,68678,64875,49418,14,6.5,12.4,26.9,12.8,12.3,27,2.2,3.8,91.8,0,1.1,0,1.1,73.4,11.5,8.8,0,6.4,0,204910,1.375,19312735,18879,18351851,66.6,19.8,13.7,960884,6203861,0,22505396,14155682,13837,51.2,9.8,7.1,12.3,19.6,7241297,7078,33.4,18.7,9.3,0.1,4.3,0.1,3.7,0,0.3,27.9,"1,000 to 1,599",Other Central City Suburban,"$164,606 to < $234,712",$1.3239 and over
HARROLD ISD,244901,244 WILBARGER,09,B,1,105,1,23.8,72.4,2.9,0,0,0,54.3,0,9.5,0,21,10.5,94.6,0,100,-1,100,10,9,82,51,24,86,55,28,80,41,15,85,63,26,72,56,33,,,,82,50,13,82,52,27,-1,-1,-1,,,,,,,,,,83,52,27,100,9.1,-1,16.8,23.7,12.9,6.8,0.8,0,54.6,15.6,22.2,107524,72640,,63494,8.1,4.4,8.1,7.1,20.7,13.3,14.1,0,7.1,92.9,0,0,0,0,89.2,5.3,0,0,5.5,0,766416,1.055,2729323,25508,2690632,35.1,58.6,6.4,38691,1067159,0,2489520,2167463,20257,52.4,21.1,3.8,12.1,10.6,1136275,10619,42.6,4.8,5.5,0,2.6,0.1,2.4,0,0,40.7,Under 500,Rural,"$710,768 to < $836,577",Under $1.0809
VERNON ISD,244903,244 WILBARGER,09,Not Rated: Senate Bill 1365,6,1862,6.6,47.8,31.5,0.6,7.9,0.1,5.4,74.2,14.8,16.8,14.7,19.4,3.7,93.5,0.8,95,95,98.4,115,85,61,32,11,61,34,11,61,28,11,65,33,10,56,33,15,48,24,7,60,29,9,66,38,14,53,26,5,68,41,20,-1,-1,-1,54,28,12,57,29,10,47.8,27.3,-1,20.5,303.2,138,1,3,4.9,45.5,20.3,25.3,115738,70091,56416,46089,27.1,6.1,13.5,33.7,12.2,18.9,31.4,5.7,7.9,85,0.7,0,0.7,0,75.2,12.2,4.4,1.1,4.9,2.2,470303,0.966,25211084,13332,24494134,35.9,49.9,14.2,716950,8934779,0,23334419,21894366,11578,58.3,6.2,5.6,11.5,18.5,12764601,6750,39.5,13.9,10.5,0.6,2.5,0.9,2.8,0,0,27.3,"1,600 to 2,999",Non-metropolitan Stable,"$456,750 to < $479,670",Under $1.0809
NORTHSIDE ISD,244905,244 WILBARGER,09,B,1,236,2.1,24.6,64.4,1.3,1.3,0,6.4,33.1,0,10.2,0,23.7,5.9,97.5,1.4,100,100,100,13,13,79,44,18,82,52,22,81,40,17,67,38,13,70,38,11,29,0,0,76,33,7,82,50,23,33,17,0,75,50,38,,,,81,52,24,76,38,11,76.9,10,923,-1,29,17.2,0.6,3.4,4.3,59.5,10.3,21.9,112181,75000,52343,52115,13.8,8.1,13.7,11.6,15.1,1.4,21.7,0,5.8,94.2,0,0,0,0,84.3,0,0,0,15.7,0,185505,1.157,3549683,14915,3322896,77.3,16.7,6,226787,3897474,0,2726730,2513184,10560,53,9.3,5.3,15.6,16.8,1331924,5596,39.2,3.6,8.8,0,8.6,0.1,4.9,0,0,33.1,Under 500,Rural,"$164,606 to < $234,712",$1.0809 to under $1.2148
LASARA ISD,245901,245 WILLACY,01,B,2,327,0,100,0,0,0,0,0,86.9,14.4,11.3,13.8,2.8,8.9,94.1,0,100,96.6,100,21,20,72,39,14,78,52,19,64,26,8,68,28,6,78,45,23,,,,72,39,14,,,,,,,,,,,,,,,,69,36,12,28.6,16.7,1077,,74,31.5,2.7,1.4,5.8,42.6,0,47.6,108098,80000,69273,54721,96.6,4.4,10.4,36.3,12.6,22,19.8,0,95.5,4.5,0,0,0,0,83.3,6.5,0,0.9,9.3,0,121271,1.445,5780506,18468,5272721,65.6,8.1,26.3,507785,873754,0,6240224,5207418,16637,57.6,13,2.6,12.8,14.1,2999073,9582,40.8,3.2,12.6,0,6.3,0,1.8,0,0,33.7,Under 500,Rural,"Under $164,606",$1.3239 and over
LYFORD CISD,245902,245 WILLACY,01,A,3,1428,0.1,96.9,2.8,0.1,0,0,0.1,79.8,8.8,11,8.5,47.5,8.1,87.9,0.8,97.5,99.2,96.7,116,116,70,37,15,73,46,19,62,25,10,76,39,13,75,38,19,-1,-1,-1,69,37,14,84,61,40,83,0,0,,,,,,,-1,-1,-1,66,33,13,94.8,5.5,-1,15.5,257.1,105.3,2.5,2.3,10,41,11.2,32.9,86935,73352,56772,50760,91.8,5.6,13.6,48.1,9.4,13.2,20.3,0.9,88.6,10.4,0,0,0,0,78,7.1,0,0,14.6,0.2,185753,1.215,24425690,16857,21037145,60.3,18.3,21.4,3388545,4807439,0,24610433,20293523,14005,46.6,12.7,4.2,12.8,23.7,9465894,6533,27.5,7.1,13.8,0.4,7.1,0.1,4.8,0,0,37.3,"1,000 to 1,599",Non-metropolitan Stable,"$164,606 to < $234,712",$1.0809 to under $1.2148
RAYMONDVILLE ISD,245903,245 WILLACY,01,A,5,1959,0.1,98.1,1.4,0.2,0.2,0,0.2,88.3,7.6,14.4,7.1,22.9,8,94.4,0.7,89,95.9,94.2,139,128,81,50,22,80,55,24,82,50,24,82,47,19,75,37,14,,,,81,50,22,76,43,19,-1,-1,-1,-1,-1,-1,,,,,,,79,48,21,82,1.8,850,14.3,346.3,151.3,1.5,2.6,6.9,43.7,15.7,29.5,118535,80896,65845,56427,92.5,5.7,12.9,29.4,14,17.1,10.2,0,88.4,11.6,0,0,0,0,66.6,12.6,0,12.6,5.6,2.6,151404,1.195,45148826,21717,30293167,62,15.2,22.8,14855659,9668092,0,32763977,28237164,13582,51.1,8.4,5.5,13.2,21.8,14418163,6935,31.7,13.9,11.3,0.1,2.9,0.1,3.5,0.1,3,33.2,"1,600 to 2,999",Other Central City Suburban,"Under $164,606",$1.0809 to under $1.2148
SAN PERLITA ISD,245904,245 WILLACY,01,A,3,223,0.4,93.3,5.8,0,0,0,0.4,77.6,11.7,11.2,11.2,26.5,4.5,92,1.3,100,95.5,89.5,15,14,83,53,25,83,52,24,83,51,24,92,61,22,68,53,32,-1,-1,-1,82,53,25,100,67,11,-1,-1,-1,,,,,,,,,,81,52,25,93.3,7.1,,16.4,56.6,25.6,3.5,3.5,2.1,45.3,13.9,31.7,104000,84500,63744,54351,91.2,3.9,8.7,38.9,9,42,15.5,0,88.4,11.6,0,0,0,0,84.1,7.8,0,0,8.1,0,514170,1.153,5117190,22057,4604313,44,36.7,19.3,512877,5259722,0,5803237,5041075,21729,50.1,11.3,5,14.2,19.4,2526824,10891,35.1,7.1,16.1,0.4,6.9,0.1,2.3,0,0,30.3,Under 500,Rural,"$479,670 to < $526,224",$1.0809 to under $1.2148
MERIDIAN WORLD SCHOOL LLC,246801,246 WILLIAMSON,13,A,1,1683,8.3,17.1,33.3,0.4,34.9,0.3,5.8,5.7,9.8,9.7,9.2,8.5,0,98.3,0,98.5,100,100,65,62,92,71,43,94,79,50,91,66,39,89,64,31,89,68,47,88,58,26,84,55,25,92,68,38,100,100,100,97,85,61,100,80,50,89,69,45,82,48,17,100,70.6,1227,24.7,213.8,105.8,0.9,5.6,9.6,49.5,13.9,20.4,129904,74541,64160,55339,27.6,7.9,15.9,33.9,10.2,36.2,16.5,0.9,12.1,78.9,0,3.8,0.5,3.8,89.4,10.6,0,0,0,0,0,0,17313738,10312,17313738,88.9,4.9,6.2,0,0,4504506,16859112,15384972,9163,63.5,6.2,8.3,10.4,11.6,9766840,5817,56,16.6,3,0.2,0,0,1,0,0,20.8,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
GOODWATER MONTESSORI SCHOOL,246802,246 WILLIAMSON,13,B,1,369,4.6,27.4,50.1,1.1,7.6,0,9.2,36.6,7.3,9.5,5.4,0,0.5,95.2,,,,,,,62,35,15,70,48,25,54,24,8,69,34,9,45,9,0,46,23,15,63,31,8,63,34,16,-1,-1,-1,77,59,32,,,,46,29,18,58,27,11,,,,,44.6,17.9,2.2,5.6,5.6,40.2,41.6,4.8,82500,63450,54587,49415,46.9,8.3,20.6,55.2,7.4,31.2,52.2,0,8.1,70.1,0,21.8,0,0,63.6,11.2,25.3,0,0,0,0,0,4175636,12209,4175636,90.5,3.4,6.1,0,0,166089,3836591,3836591,11218,53,9.6,6.5,25.1,5.8,2033057,5945,24.8,10.2,17.3,0.8,0,0,0,0,7,37.2,Under 500,Charters,Non-taxing entities,Non-taxing entities
FLORENCE ISD,246902,246 WILLIAMSON,13,C,4,1114,0.8,49.7,46.9,0.3,0.3,0.1,1.9,61.8,29.2,13.4,28.5,26.6,5,95.8,1.9,96.6,97.5,94,91,62,67,35,14,67,40,16,67,30,14,67,33,9,68,38,16,80,25,5,58,26,9,75,44,19,75,63,13,100,100,100,-1,-1,-1,92,49,30,61,28,11,53.8,18.4,938,-1,174.3,84.6,2.9,2.4,8,48.5,10.5,27.6,98995,83180,63011,54255,21.6,6.4,13.2,30.6,11.8,35,24.9,0,9.5,88.2,0,1.2,0,1.2,71.9,9.4,5.5,3.2,7.5,2.5,459236,1.234,15909828,14841,14730876,52.9,35.4,11.7,1178952,5177471,0,18129240,14431678,13462,51.9,9.3,5.1,12.7,21,7488492,6986,35.5,14.6,7.1,1.6,4.1,1.1,3.3,0.1,0.8,28.9,"1,000 to 1,599",Non-metropolitan Stable,"$456,750 to < $479,670",$1.2148 to under $1.3239
GEORGETOWN ISD,246904,246 WILLIAMSON,13,B,21,12566,5,44.3,43.5,0.4,2.1,0.2,4.5,34.9,15.6,13.2,18.2,30.5,6.5,94.1,0.9,93.9,97.4,97.3,885,772,68,40,17,70,46,20,63,30,12,69,40,14,74,47,28,59,28,10,56,27,10,81,54,25,61,31,16,82,58,32,67,28,11,71,39,18,52,23,7,90.1,32.4,990,23.4,1815.8,955.9,1,2.6,10.7,52.6,10.4,22.7,122829,79402,69643,55170,29.1,6.9,13.1,31.5,12.2,24.8,17.9,1.6,18.4,78.1,0.1,1,0,0.8,63.5,16.1,4.9,6.7,5.3,3.5,996164,1.307,172790622,14610,130180092,9.1,78.5,12.4,42610530,20625059,0,216355537,135924548,11493,57.3,7.9,5.7,11.1,18,77905307,6587,43,16.6,5.3,0.6,3.6,0.6,1.8,0,0.9,25.1,"10,000 to 24,999",Other Central City Suburban,"$949,515 to < $1,039,446",$1.2148 to under $1.3239
